"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01"
"SBIC","Baltimore","MD","Baltimore","Baltimore City",1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268700,257400,267400,269900,259900,269000,280000,285000,275000,269900,264500,274000,267000,262200,259500,274450,279900,275000,275000,286000,279900,264900,264900,261200,269450,267950,269900,282400,284900,274900,259950,289450,289000,289450,299900,294900,289900
"West Markham","Little Rock","AR","Little Rock","Pulaski",1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126000,123500,126900,132500,124200,122200,127000,129000,130950,129000,123750,127900,129000,123000,122500,125999.5,122999,120000,114900,114900,114950,119900,119900
"Chastain Park","Atlanta","GA","Atlanta","Fulton",1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350000,1324500,1299000,1435000,1384500,1475000,1495000,1687000,1699000,1825000,1699000,1787500,1837500
"North Harford Road","Baltimore","MD","Baltimore","Baltimore City",1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159000,152500,164900,164900,163900,164900,175000,175000,175000,154900,153000,159450,172000,160000,155973,155000,152400,154900,156945,155000,151900,149900
"Lake Country","Fort Worth","TX","Dallas-Fort Worth","Tarrant",1194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259000,225000,199998,210000,244450,264900,264900,227000,239900,239900,219900,257400,247400,244450,259000,260000,272500,273250,268000,250000,249450,274900,249900,249900,249900,269000,304950,299900,310000,279900,264450,265000,280000,294700,279500,279000,275000,285000
"Nassau Shores","Massapequa","NY","New York","Nassau",1195,744499.5,719495,689000,719495,634500,712494.5,675000,649990,599814,579000,589000,559495,559000,559450,559450,569990,559500,599000,584000,569000,549000,549000,539000,539000,549999,529797,559945,549000,559945,529000,522000,529000,544000,559945,589000,549950,559995,549000,549000,541500,539500,494499.5,512499.5,499000,499000,499999,499499.5,499999,499999,499999,569995,572495,559994.5,559495,575000,569990,609499.5,632000,589495,599000,574990,571995,549000,529000,539800,549000,599000,575000,529000,549000,549000,549000,569999
"Tarpon River","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",1196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329000,325000,335000,309000,349500,3e+05,349500,392000,375000,369000,349950,355000,332000,339000,344450,339000,349000,339000,338000,335000,349900,339000,345000,346250,347500,337500,342500
"Central Beach Alliance","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",1197,,,,,,,,,,,,,,,,,,,,,389000,389000,389900,375000,350000,375000,350000,379500,350000,364900,365000,392000,369250,381950,439000,439000,449000,450000,459500,485000,499900,525000,487000,499000,531135,489000,474975,477000,489000,472400,466999.5,429000,475500,454000,439000,435000,429000,449000,472450,469900,475000,460000,449900,447000,450000,465900,499000,527500,499000,530000,549000,559900,535900
"Central Business District","Louisville","KY","Louisville/Jefferson County","Jefferson",1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365284,365000,349500,365500,355000,365284,317500,317500,349000,360142,372000,372000,372000,379500,386432.5,369000,371950,367250,369000,365392,352500,319900,350000
"Poinsettia Heights","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376950,357500,349500,384000,329900,354500,349500,354000,389000,376450,375385,349900,364450,369000,359950,379900,369900,379900,369900,363500,360000,357500,352500,360000,415000,399000,363500,384000
"Canterbury","Mobile","AL","Mobile","Mobile",1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181900,183925,173900,189900,194900,189219,179900,175900,172400,175900,178450,177450,173900,171900,171900,177900,159999,168400,171900,175900,172700,174250,175000,175900,175250,182305,175900,172050,173200,173200
"Greektown","Baltimore","MD","Baltimore","Baltimore City",1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175000,186697.5,194897.5,179900,179900,174437.5,159900,147450,139999.5,144949.5,139999.5,140000,139950,139900
"Snell Isle","Saint Petersburg","FL","Tampa","Pinellas",1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768883,769144,749750,717900,727734,708990,699000,714945,720900,748809,749017,799000,787240,791120,787240,708990,708990,775000,695000,700900,708990,741976,708990,722971,716945,759000,708990,700900,700900,739900,776945,8e+05,739900
"Pheasant Hill","Dayton","OH","Dayton","Montgomery",1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174500,175950,174900,174875,174900,174900,174900,169887.5,169950,169900,169200,165000,169000,169900,168900,165995,167500,166000,167000,166000,164500,168125
"Fountain of the Sun","Mesa","AZ","Phoenix","Maricopa",1204,140950,146000,146000,136950,127500,122900,118900,125450,134900,134900,125450,114950,124500,115000,106000,99400,95000,95000,95000,95000,95000,109000,117400,122950,122450,122450,129900,119900,120000,119250,108250,108250,120000,129900,138750,134900,135000,134950,134900,135900,138350,135450,137900,129900,139900,139900,149900,144400,166900,166950,169200,169900,169900,164900,159900,166900,169350,165000,158800,158800,158900,158000,168900,164950,169900,169800,174850,159900,182450,195000,186000,185000,182200
"Cedmont","Baltimore","MD","Baltimore","Baltimore City",1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e+05,105000,91950,95000,110000,125000,127450,131900,139950,139950,138950,136000,134000
"Strathmore","Matawan","NJ","New York","Monmouth",1206,,,,,,,,,,,,,,344450,346750,339900,350000,359900,367950,362249.5,365000,350000,350000,349950,349000,339900,349900,354900,350000,344900,339000,349000,349000,335000,349900,349900,369450,365000,351950,365000,359900,359900,354950,359900,359900,349000,343000,344500,369900,359000,339900,350000,352450,349000,367425,349000,349000,369900,379900,377000,389900,399900,374950,366999.5,354900,354900,374900,359900,354950,350000,381950,374450,369500
"Tijeras Arroyo","Albuquerque","NM","Albuquerque","Bernalillo",1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269990,269945,280000,289450,289900,288057.5,286450,295172.5,281950,281700,291700,297860
"North Dennis","Dennis","MA","Cape Cod","Barnstable",1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510450,529000,539000,547000,535450,547000,534000,529000,539450,539000,529000,518500,503950,529000,578950,595000,595000,548500,580000,538500,489000,529000,550000,550000,564500,565000,579900,589450,545000,591750,591750,599900,599900,534500,547500,575000,591694,526950
"Federal Hill","Baltimore","MD","Baltimore","Baltimore City",1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332000,275000,285000,262450,299949.5,319950,332200,336950,332400,356000,356000,342450,349000,369700,357000,347000,338450,325900,296950,322450,322450,312450,299000,329450,299000,294450,275000,274900,312450,275000,309000,309000,289900,266950,259699.5,266700
"Mountain Arroyos","El Paso","TX","El Paso","El Paso",1210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190450,194750,190250,190250,168950,169900,181250,191500,185000,183000,182450,180000,170000,175000,185000,196200,224900,213825,217500,187250,216888,224900,228394,204950,202450,214995,212497.5,206997.5,179000,195000,219500,208450,199770,192990,192990,183999
"Sunland Springs Village","Mesa","AZ","Phoenix","Maricopa",1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278200,262500,269000,279900,282900,282900,281500,285000,277450,285000,277400,285000,295900,295000,295450,295000,285000
"Ellerbe Woods","Shreveport","LA","Shreveport","Caddo",1212,312900,348000,345000,359000,359000,359000,347000,336000,341200,352950,345900,347450,344000,320000,319450,325000,319000,309900,313990,309000,327350,316000,338000,330950,332900,335000,338000,329500,299995,312500,339250,308800,317900,310950,319000,339450,323000,311000,318000,334900,322500,334900,334900,310900,313731,309000,305000,312950,335000,332500,325000,325000,316950,327250,331000,331000,319250,325000,330000,328500,332000,326500,319500,335000,332200,339000,329900,335950,329900,320500,330000,325000,330000
"West Albany","Columbus","OH","Columbus","Franklin",1213,164450,172900,172900,175400,177955,183235,169375,165000,164450,159900,159900,159350,158900,154250,154900,153250,155945,153990,163945,163900,151250,158650,156900,159500,159900,159500,158450,157650,157950,162000,164900,159900,159900,162400,164400,162400,165900,166800,169900,169900,168900,169900,169900,165450,164900,162000,169900,164818,161900,166150,179900,184900,179875,180450,182500,190400,194511,189900,194511,201147,208900,209900,208900,196900,179900,180000,199400,198900,204900,200400,206150,208700,209900
"Essex Village","Essex","CT","Hartford","Middlesex",1214,549450,542000,535000,535000,535000,525000,538500,535000,535000,540500,599000,579000,559000,589000,549000,535000,572000,582500,525000,525000,559000,569000,574000,580000,579000,574000,590000,585000,595000,569000,599000,599950,599900,599900,599900,599900,592000,599450,6e+05,6e+05,635000,630000,599000,649400,675000,639000,644000,679000,644000,649450,649000,649950,599900,599900,599900,593500,575000,549000,552500,550000,592500,595000,598000,615000,620000,615000,615000,598000,609000,630000,649000,660000,599000
"Dearborn Park","Chicago","IL","Chicago","Cook",1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329000,339000,337000,339000,352000,349500,349500,384000,384500,375000,372000,334000
"Downtown","Boise","ID","Boise City","Ada",1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389875,382325,350000,382325,384750,398900,398900,398900,398900,391825,384750,425000
"Flying Horse","Colorado Springs","CO","Colorado Springs","El Paso",1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489000,499000,493500,479900,476994,488000,502646.5,519000,519000,529000,559000,539000,529000,526450,539000,527500,521500,531659,513950,519000,513500,519000,519000,514400
"Steele Creek","Charlotte","NC","Charlotte","Mecklenburg",1218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169950,166750,168500,161950,164900,170000,179950,170000,170000,172450,174900,180000,179900,185000,179900,187250,200895,197000,202220,194950,207155,202990,202990,207730,205725,209000,219490,219245,209900,209900,192000,191000,196450,198000,220000,229000,225000,225000,235990
"Civano","Tucson","AZ","Tucson","Pima",1219,235000,235075,228000,219437.5,239950,237525,234250,210990,215707,204900,190222,190389.5,177500,190990,179995,174500,160990,186224.5,179995,180000,162077.5,173209.5,177990,179990,182179,181990,184990,180990,178990,183000,190990,188500,190490,198995,209950,222970,220000,215000,213495,217995,220000,241995,240490,222990,225000,225995,225000,224845,229000,229500,228500,229000,224990,225000,220000,223825,221990,216490,219245,223450,219950,225990,219900,220990,242483.5,238990,221995,227990,234000,234900,230000,221645,227000
"Galt Mile","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",1220,360000,350000,350000,349949.5,349949.5,342475,345000,349900,365000,349900,345000,349900,349700,335000,325000,325000,329900,334900,347000,332400,329900,357500,369000,385000,369000,387000,365000,369900,379000,387000,399000,399000,399000,381999.5,399000,349900,355000,349900,349900,339250,337000,338250,339000,369999,359000,349900,369000,368500,379000,389000,379000,375000,379000,335000,329000,329000,325000,329950,330000,324999.5,325000,319500,327950,329900,344900,349950,352450,375000,365000,327250,349950,369000,369000
"Earlewood","Columbia","SC","Columbia","Richland",1221,163175,154400,157900,149900,149900,149900,149900,149450,150000,154000,152500,151250,151250,149900,149900,149900,150000,149900,149900,150000,150000,149900,132500,126500,143000,139900,140750,143750,137900,148638.5,140000,145950,145950,147000,148499.5,149249.5,141052,143000,144950,144200,144900,148450,145000,158950,154900,150000,154900,148999.5,149999.5,140000,139900,144900,139950,140000,142000,140950,149949.5,143900,149900,149900,149900,155400,151400,152900,154950,151450,150000,152450,149950,150000,152000,148700,147500
"High Point","Delray Beach","FL","Miami-Fort Lauderdale","Palm Beach",1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77900,74900,68000,71000,83500,86900,86750,94900,92200,89900,85000,84990,87000,87250,94450,98675,94999,94900,94999,97000,96500,95750,96500,102450,105999
"Melrose","Nashville","TN","Nashville","Davidson",1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487450,522000,561500,561500,569900,580000,574950,582450,577450,574900,505900,500900,569450,574900,567450,575000,599900,624450,629900,634000,626950
"Red Mountain Ranch","Mesa","AZ","Phoenix","Maricopa",1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309250,305400,3e+05,295000,283745,279950,299925,299200,299900,306350,299900,342450,329900,299000,329000,334900,329350,329350,346450,332700,339950,337450,340000,330000,334000,337450,350000,339000,339000,344850
"Five Mile-Prairie","Spokane","WA","Spokane","Spokane",1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289639,289000,300431,280000,297450,297450,300431,300215,299900,299900,251738,267576,299999,325000,309900,299925,302100,299925,299900,290992,290992,285000,277416,284900
"Printers Row","Chicago","IL","Chicago","Cook",1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291200,284900,279900,250000,249990,262450,289000,270000,272500,275000,270000,277499.5
"The Dominion","San Antonio","TX","San Antonio","Bexar",1227,757500,765000,795000,699900,747000,749000,760000,729000,749950,699000,698995,675000,675000,672000,669000,669000,672000,650000,649947.5,639995,659000,650000,650000,649450,649450,625995,639000,649900,625000,607995,649900,612500,607995,599997.5,611497.5,603997.5,599997.5,598500,579900,567947.5,569900,598000,599995,625995,649400,649400,649999,649999,626950,629000,636995,632997.5,625000,599990,619497.5,599990,609995,639497.5,636995,629000,646995,619900,599999,585997.5,649000,649000,607250,615000,569000,630000,649500,575500,607000
"Harrisburg","Augusta","GA","Augusta","Richmond",1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39500,41500,44900,38400,38400,40700,41500,41500,38400,42000,42500,43700,44900,44900,41200,44950,44900,52450
"Lake Las Vegas","Henderson","NV","Las Vegas","Clark",1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354500,334750,350000,299000,299500,350000,319500,369950,349999,369950,389000,392450,414500,399050,4e+05,4e+05
"Trilogy","Gilbert","AZ","Phoenix","Maricopa",1230,263750,259950,259900,260000,267000,259900,259900,259000,259000,247450,234900,225000,219900,219925,219950,221111,219900,216900,215000,219450,225000,234900,249990,259450,289000,286250,278500,254900,240000,242000,239450,249900,253000,277900,277900,280650,272950,275500,279000,299900,287950,299900,324969,289900,324950,316950,309000,304000,299000,289900,317000,319900,322450,319900,325000,325495,324000,325495,340000,338750,325495,325990,337750,345000,345000,329000,314000,337900,325000,325000,325000,325000,325000
"Miramar","Jacksonville","FL","Jacksonville","Duval",1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394900,375000,394900,399900,429000,429450,425000,420000,444950,464500,450000,409475,438000,438000
"South Hill","Bellingham","WA","Bellingham","Whatcom",1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475000,5e+05,5e+05,529000,549900,599000,599000,602450,619000,599900,599000,595000,582000
"West Dennis","Dennis","MA","Cape Cod","Barnstable",1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422222,379450,425000,419000,406000,421950,433000,430000,399900,369900,349900,349900
"McClellan Park","Madison","WI","Madison","Dane",1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205450,210000,219900,234000,229900,231450,229900,229900,226999,229900,229900,239500,239900,246750,254900,259450,249900,239950,244900,249900,259900,244900,259900
"East Bayside-India Street","Portland","ME","Portland","Cumberland",1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395000,395000,395000,395000,395000,4e+05,395000,395000,395000,399900,395000,395000,395000,395000,395000,395000,395000,395000,412500,395000,412500,425000,425000,397500,425000,395000,395000
"Clearbrook Park","Monroe Township","NJ","New York","Middlesex",1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153250,159900,149949.5,152500,159400,159900,159900,159900,165000,163950,155000,157200,158900,149900,149900,146900,149900
"South Eola","Orlando","FL","Orlando","Orange",1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349900,364500,347900,347900,349000,339000,349000,370000,405000,393450,402500,409950,4e+05,4e+05,369900,362450,371900,388500,379750,384900,365000,352500,374995
"Pine Ridge","Naples","FL","Naples","Collier",1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099500,1099000,939949.5,989000,977450,980000,979950,1100000,1100000,1199000,1047500,949000,989450,1024000,1199000,1350000,1350000,1225000,1225000,1275000,1195000
"Tuttle West","Columbus","OH","Columbus","Franklin",1239,169375,174400,171700,164900,164900,164900,154900,150000,150000,149900,149000,147450,146400,140000,139950,139450,140000,145000,146455.5,145900,145955.5,149900,146000,148900,140000,140900,140000,142450,141377.5,142000,142900,150900,161900,159500,155950,154500,148661,135700,149900,149900,149400,159000,156759,155950,154950,153185,149900,149900,151000,150500,154400,157665.5,158900,159000,159900,159900,156174.5,161900,157900,157900,156900,164900,154900,161400,165400,167500,159900,166400,177900,177900,169900,163400,159900
"Cortez Hill","San Diego","CA","San Diego","San Diego",1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464450,423555,408924.5,420000,410000,415000,410000,399000,393944,408923,408923,408923
"Baiting Hollow","Calverton","NY","New York","Suffolk",1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414000,4e+05,399990,409495,399000,378999,378999,384996,389000,389000,392495,389990,379996,384498,379495,374000,399000,379990,399000,407000,395000,414000,387495
"Downtown","West Palm Beach","FL","Miami-Fort Lauderdale","Palm Beach",1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370000,375000,365000,349500,375000,377777,350000,350000,379900,399000,349500,379450,329500,349000,399000,429000,382500,390000,350000,389900,384450,344900,329000,335000,349999,372000,379000,359500
"Delavan Lake","Town of Delavan","WI","Whitewater","Walworth",1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239000,222449.5,212000,209900,205000,205000,197000,185000,195000,195000,192500,194500,195000,189950,195000,204900,199000,189950,194500,204450
"Horsethief Canyon Ranch","Corona","CA","Riverside","Riverside",1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329900,328750,322497.5,332390,339400,338499.5,335000,336940,336890,339900,339900,327450,329900,325000,335000,339000,339900,353879.5,343750,345000,349190,365000,365880,362450,369500,374900,350450
"Stapleton","Denver","CO","Denver","Denver",1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339949.5,394616,395000,424998,385000,403495,394450,424950,389990,366037.5,385990,420990,435000,435000,434900,430000,433990,437680,449900,429990,434990,435000,465000,468500,492000,504900,5e+05,502450,498450,489900,503000,496697,479900,461990
"Bermuda Run","Advance","NC","Winston-Salem","Davie",1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249900,259500,274900,287450,274950,265000,265000,259900,249500,255000,210000,204900,199900,199900,210000,239450,238450,199000,199450,199900,214000,199000,199500,199000,191250,189950,194500
"Northwood Harbor","West Palm Beach","FL","Miami-Fort Lauderdale","Palm Beach",1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186450,179900,201500,207500,215000,214950,196000,214900,215000,227000,218000,215000,199000,199900,199450,212450,234000,234500,219000
"Marine Creek Ranch","Fort Worth","TX","Dallas-Fort Worth","Tarrant",1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179900,183500,184900,193700,179900,179000,163000,176500,179000,180000,194990,198995,229000,210990,209900,211000,217500,210000,217000,217000,201990,214495,225495,262990
"Central College","Columbus","OH","Columbus","Franklin",1249,123900,129900,133500,133500,129900,133700,135450,132900,129425,124900,118000,111000,106950,115950,119669,118175,110800,116950,119175,122890,120800,106900,99900,97000,109950,115000,115000,119450,124700,119900,119900,119900,119900,122000,120900,122000,124900,124400,124900,125950,124900,124250,123500,124895,123500,126750,124800,132450,124900,135000,132450,134900,133700,132900,135650,129950,130000,138700,133900,133000,131450,132900,129900,129900,130900,134900,134900,134900,134950,134900,144950,140000,149000
"Calico Ridge","Henderson","NV","Las Vegas","Clark",1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275000,279000,259750,299000,285000,290000,298000,295200,300445,298500,299900,304990,299994.5,301990,313995,319700,329700,313000,308771.5,299900,299450,319900,342445,325000,301950,295000,297990,292940,310000,317740,343840,360945,363900,343340
"Singer Island","Riviera Beach","FL","Miami-Fort Lauderdale","Palm Beach",1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430000,485000,495000,495000,499000,492000,475000,475000,475000,475000,449900,450000,430000,450000,450000,429499.5,424000,429000,399950,399000,399950,399500,396000,378999,404000,425000,412500,397000,399000,395000,399000,399000,395000,425000,465000,495000,490000,517500,505000,495000
"Isla Del Sol","Saint Petersburg","FL","Tampa","Pinellas",1252,230000,239996,230000,236950,234000,234000,233450,229900,234900,224900,229950,224450,220000,224900,219900,226450,219900,219000,220000,224900,219000,217000,216000,215000,210000,207500,210000,210000,215000,212000,210000,210000,199925,199900,219900,220000,219950,215000,219900,215000,220000,214450,237885,239950,245000,239900,216600,214500,214500,214500,214900,219900,229000,229900,225450,219950,222450,219900,229000,233500,245000,254950,249900,244850,232450,229000,225000,229000,228000,239450,239450,235000,240475
"Bridges at Gilbert","Gilbert","AZ","Phoenix","Maricopa",1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356112.5,356287.5,345990,337990,334240,330990,334990,348990,348146.5,348990,353990,341990,328990,336490,358990,359490,393990,364945,357990
"Island Estate Civic Association","Clearwater","FL","Tampa","Pinellas",1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348250,349000,359000,367450,359500,349000,349000,399000,379000,405000,394500,374500,425000,439000
"Sand Key Civic Association","Clearwater","FL","Tampa","Pinellas",1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490124,498248,525000,515000,499900,499000,498248,495000,482000,549000,525000,539450,539450,499000,499000,485000,495000,539000,527000,512000,469450,524000,485000,523499.5,554450,579000,549900,529000,562875,549900,560000,565375,560000,565750,599000,599000,607500,597000
"Portola Springs","Irvine","CA","Los Angeles-Long Beach-Anaheim, CA","Orange",1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752812,764496.5,748600,794900,847600,864505,876884,858950,876894,915990,917990,896395,928888,889900,895240,895240,887565,880990,808000,796690,827325,836995,806344,799880,828000,839894,879000,868000,859500,774000,823888,819000
"North Chatham","Chatham","MA","Cape Cod","Barnstable",1257,,,,,,,,,,1047000,1149000,1100500,990000,1027500,1027500,1077500,996537.5,998075,998075,985000,952450,955000,949900,949900,998075,850000,849900,849900,850000,899900,999999,999999,999999,1150000,1150000,985000,949000,895000,818250,848250,997000,975000,975000,969500,993000,949000,907000,934950,974999.5,907000,925000,995000,975000,975000,959900,949950,899000,889000,849000,829000,849000,829000,829000,829000,849000,899000,839000,875000,925000,1062000,1100000,1100000,969499.5
"Cypress Bend","Pompano Beach","FL","Miami-Fort Lauderdale","Broward",1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134900,131950,124950,125000,124500,124900,124500,123900,124750,135000,135000,138900,140000,140000,144900,149000,137450,148950,147750,137450,135000,152500,139000,133250,131249.5,129999,139950
"Harris Ranch","Boise","ID","Boise City","Ada",1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399000,409900,395900,395900,397400,394700,398900,399900,398900,395200,397400,389900,374950,387900,384900,389999,389900,384900,379900,384900,378950
"Hawk's Landing","Madison","WI","Madison","Dane",1260,,,,,,,,,,,,,,,,,,,,,,,,,,,439900,439900,427450,429900,399900,359900,384900,382400,399900,399900,399900,424900,414900,432400,399900,419900,399900,388600,389900,399900,399900,399900,425000,427500,449900,449900,452000,459950,459950,450950,449900,449900,449900,449900,454950,460000,464900,460000,439900,439900,449900,449900,449900,449900,449900,449900,449900
"Brookville","Glen Head","NY","New York","Nassau",1261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2497500,2647000,2712000,2969000,2988000,2950000,2980000,2788000,2995000,3097000,3045000,3047000,2998000,2988000,2818000,2888000,2888000,2673000,2893999.5,2995000,2991500,2995000
"Lake Nona South","Orlando","FL","Orlando","Orange",1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332490,349990,345460,346490,343997.5,345225,343990,350000,353990,355990,355990,359609,367990,379680,369990,374990,375558,373990,370000,389990,388490,377990,376990,413812.5,406843,391386.5,380490,402490,386883.5,411495,389777,386883.5,396990,404495,404000,424990
"Layton Lakes","Gilbert","AZ","Phoenix","Maricopa",1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347990,357445,361990,359490,345995,356383.5,370495,360000,352990,355240,344945,360490,356490,364990,354990
"Whittier Mill Village","Atlanta","GA","Atlanta","Fulton",1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311950,340640,340640,347900,347900,342500,319900,316900,307400,306900,306900,319900,323900,323900,321400,312900,312900
"Old Brookville","Glen Head","NY","New York","Nassau",1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2324500,2374000,2398000,2350000,2337500,2150000,2074500,2074500,2150000,2225000,2262500,2098000,1993400,1998000,1998000,1998000,1924400,1998000,2073500,2073500,2149000,1795000
"Fire Tower","Semmes","AL","Mobile","Mobile",1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201900,204512.5,2e+05,200755,206900,209900,208900,204900,199900,192400,190825,194950,186900
